archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,rule_id,renou_axis,renou_code,renou_label,renou_covers,matched_term,confidence,evidence,source_url
000549,<161227015899.23782.10374584708316873018.generated@prod2.harmonylists.io>,000549,1993-06-21 15:39:00+00:00,1993,6,https://list.indology.info/pipermail/indology/1993-June/000549.html,RCJ at automation.university-library.cambridge.ac.uk,Anyone with an interest in current Vedic scholarship...,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000586,<161227015973.23782.16254349714963978463.generated@prod2.harmonylists.io>,000586,1993-07-13 23:56:27+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000586.html,kashyap at pepper.rutgers.edu,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Upanishad,subject_pattern,subject matched `Upanishad` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000586,<161227015973.23782.16254349714963978463.generated@prod2.harmonylists.io>,000586,1993-07-13 23:56:27+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000586.html,kashyap at pepper.rutgers.edu,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,register_upanisad,register,upanisad,Upaniṣad,Upaniṣad,Upanishad,subject_pattern,subject matched `Upanishad` using `register_upanisad`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000586,<161227015973.23782.16254349714963978463.generated@prod2.harmonylists.io>,000586,1993-07-13 23:56:27+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000586.html,kashyap at pepper.rutgers.edu,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,verse,subject_pattern,subject matched `verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000587,<161227015975.23782.11334710377857971766.generated@prod2.harmonylists.io>,000586,1993-07-14 02:03:38+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000587.html,SATYAVO,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Upanishad,subject_pattern,subject matched `Upanishad` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000587,<161227015975.23782.11334710377857971766.generated@prod2.harmonylists.io>,000586,1993-07-14 02:03:38+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000587.html,SATYAVO,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,register_upanisad,register,upanisad,Upaniṣad,Upaniṣad,Upanishad,subject_pattern,subject matched `Upanishad` using `register_upanisad`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000587,<161227015975.23782.11334710377857971766.generated@prod2.harmonylists.io>,000586,1993-07-14 02:03:38+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000587.html,SATYAVO,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,verse,subject_pattern,subject matched `verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000588,<161227015977.23782.1119039312558266195.generated@prod2.harmonylists.io>,000588,1993-07-14 02:54:49+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000588.html,kashyap at pepper.rutgers.edu,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Upanishad,subject_pattern,subject matched `Upanishad` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000588,<161227015977.23782.1119039312558266195.generated@prod2.harmonylists.io>,000588,1993-07-14 02:54:49+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000588.html,kashyap at pepper.rutgers.edu,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,register_upanisad,register,upanisad,Upaniṣad,Upaniṣad,Chandogya,subject_pattern,subject matched `Chandogya` using `register_upanisad`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000588,<161227015977.23782.1119039312558266195.generated@prod2.harmonylists.io>,000588,1993-07-14 02:54:49+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000588.html,kashyap at pepper.rutgers.edu,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,Verse,subject_pattern,subject matched `Verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000599,<161227015998.23782.12616665741009269721.generated@prod2.harmonylists.io>,000588,1993-07-18 18:14:12+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000599.html,Michael Everson,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Upanishad,subject_pattern,subject matched `Upanishad` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000599,<161227015998.23782.12616665741009269721.generated@prod2.harmonylists.io>,000588,1993-07-18 18:14:12+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000599.html,Michael Everson,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,register_upanisad,register,upanisad,Upaniṣad,Upaniṣad,Chandogya,subject_pattern,subject matched `Chandogya` using `register_upanisad`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000599,<161227015998.23782.12616665741009269721.generated@prod2.harmonylists.io>,000588,1993-07-18 18:14:12+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000599.html,Michael Everson,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,Verse,subject_pattern,subject matched `Verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000601,<161227017564.23782.8635892886306683727.generated@prod2.harmonylists.io>,000601,1993-07-21 17:52:04+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000601.html,leonard zwilling,The order of the three grammatical genders in Sanskrit,Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,grammatical,subject_pattern,subject matched `grammatical` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000601,<161227017564.23782.8635892886306683727.generated@prod2.harmonylists.io>,000601,1993-07-21 17:52:04+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000601.html,leonard zwilling,The order of the three grammatical genders in Sanskrit,Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,grammatical,subject_pattern,subject matched `grammatical` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000621,<161227016030.23782.12701825102200622911.generated@prod2.harmonylists.io>,000621,1993-08-15 16:13:44+00:00,1993,8,https://list.indology.info/pipermail/indology/1993-August/000621.html,pgm at ukc.ac.uk,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,PATANJALI,subject_pattern,subject matched `PATANJALI` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000621,<161227016030.23782.12701825102200622911.generated@prod2.harmonylists.io>,000621,1993-08-15 16:13:44+00:00,1993,8,https://list.indology.info/pipermail/indology/1993-August/000621.html,pgm at ukc.ac.uk,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,PATANJALI,subject_pattern,subject matched `PATANJALI` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000622,<161227016032.23782.13848058597096460885.generated@prod2.harmonylists.io>,000621,1993-08-16 21:57:01+00:00,1993,8,https://list.indology.info/pipermail/indology/1993-August/000622.html,Corvin Russell,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,PATANJALI,subject_pattern,subject matched `PATANJALI` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000622,<161227016032.23782.13848058597096460885.generated@prod2.harmonylists.io>,000621,1993-08-16 21:57:01+00:00,1993,8,https://list.indology.info/pipermail/indology/1993-August/000622.html,Corvin Russell,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,PATANJALI,subject_pattern,subject matched `PATANJALI` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000624,<161227016036.23782.841703063059548325.generated@prod2.harmonylists.io>,000624,1993-08-17 17:14:03+00:00,1993,8,https://list.indology.info/pipermail/indology/1993-August/000624.html,rrocher at sas.upenn.edu,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,PATANJALI,subject_pattern,subject matched `PATANJALI` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000624,<161227016036.23782.841703063059548325.generated@prod2.harmonylists.io>,000624,1993-08-17 17:14:03+00:00,1993,8,https://list.indology.info/pipermail/indology/1993-August/000624.html,rrocher at sas.upenn.edu,PATANJALI TRANSLATIONS,General scholarly discussion,general discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,PATANJALI,subject_pattern,subject matched `PATANJALI` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000676,<161227016135.23782.7979218110646744542.generated@prod2.harmonylists.io>,000676,1993-09-13 12:04:31+00:00,1993,9,https://list.indology.info/pipermail/indology/1993-September/000676.html,Dominik Wujastyk,World Sanskrit Conference: vyakarana session,Announcements and events,announcement/event,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,vyakarana,subject_pattern,subject matched `vyakarana` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000676,<161227016135.23782.7979218110646744542.generated@prod2.harmonylists.io>,000676,1993-09-13 12:04:31+00:00,1993,9,https://list.indology.info/pipermail/indology/1993-September/000676.html,Dominik Wujastyk,World Sanskrit Conference: vyakarana session,Announcements and events,announcement/event,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,vyakarana,subject_pattern,subject matched `vyakarana` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000696,<161227016174.23782.15012825862815121638.generated@prod2.harmonylists.io>,000696,1993-09-29 21:34:19+00:00,1993,9,https://list.indology.info/pipermail/indology/1993-September/000696.html,ucgadkw at ucl.ac.uk,Pali Text Society fax or e-mail number???,Buddhism and Jainism,philological discussion,state_V,state,V,Buddhist / Jaina,Buddhist Hybrid and Jaina Sanskrit,Pali,subject_pattern,subject matched `Pali` using `state_V`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000703,<161227016186.23782.13406632739703211250.generated@prod2.harmonylists.io>,000703,1993-10-06 18:57:17+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000703.html,SAMUELS JEFFREY,Panini's grammar and Boolean logic,Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,Panini,subject_pattern,subject matched `Panini` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000703,<161227016186.23782.13406632739703211250.generated@prod2.harmonylists.io>,000703,1993-10-06 18:57:17+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000703.html,SAMUELS JEFFREY,Panini's grammar and Boolean logic,Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,Panini,subject_pattern,subject matched `Panini` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000705,<161227016190.23782.7227070188159326248.generated@prod2.harmonylists.io>,000703,1993-10-06 20:15:40+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000705.html,ucgadkw at ucl.ac.uk,Panini's grammar and Boolean logic,Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,Panini,subject_pattern,subject matched `Panini` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000705,<161227016190.23782.7227070188159326248.generated@prod2.harmonylists.io>,000703,1993-10-06 20:15:40+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000705.html,ucgadkw at ucl.ac.uk,Panini's grammar and Boolean logic,Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,Panini,subject_pattern,subject matched `Panini` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000704,<161227016188.23782.1534798996992857373.generated@prod2.harmonylists.io>,000703,1993-10-06 19:57:11+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000704.html,rajs at lugano.esd.sgi.com,Panini's grammar and Boolean logic,Grammar and linguistics,philological discussion,state_II,state,II,Pāṇinian,the classical norm and grammarians' Sanskrit,Panini,subject_pattern,subject matched `Panini` using `state_II`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000704,<161227016188.23782.1534798996992857373.generated@prod2.harmonylists.io>,000703,1993-10-06 19:57:11+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000704.html,rajs at lugano.esd.sgi.com,Panini's grammar and Boolean logic,Grammar and linguistics,philological discussion,register_vyakarana,register,vyakarana,Vyākaraṇa,Vyākaraṇa,Panini,subject_pattern,subject matched `Panini` using `register_vyakarana`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
