author_display,decade,message_count
Vilok (V.) Kusumakar,1990s,2
Vincent Eltschinger,2000s,5
Vincent Eltschinger,2010s,4
Vincent Tournier,2020s,1
Vipul Kashyap,1990s,1
Vishal Agarwal,1990s,130
Vishal Agarwal,2000s,38
Vittorio A. van Bijlert,1990s,2
Vitus Angermeier,2010s,6
Vitus Angermeier,2020s,19
Vivek Dwivedi,1990s,2
Vlad Sovarel,2010s,3
Vlad Sovarel,2020s,4
Vladimir Shelkovich,2000s,1
Voice of India,1990s,5
Voix Raphael,2010s,3
Voix Raphael,2020s,5
Volker Thewalt,1990s,12
Vvmurthy at aol.com,1990s,1
Vyom Shah,2020s,1
W Trimble,1990s,2
WILLIAM G WALL,1990s,3
WILLIAM HARMAN,1990s,7
WITZEL at HUSC3.HARVARD.EDU,1990s,25
Walker Trimble,1990s,11
"Walser, Joseph",2010s,56
"Walser, Joseph",2020s,14
Walter Slaje,1990s,2
Walter Slaje,2000s,78
Walter Slaje,2010s,168
Walter Slaje,2020s,100
Warner Belanger,1990s,3
Warner Belanger,2000s,1
Warner Belanger,2010s,5
"Watson, Alex",2010s,4
Wayne Borody,1990s,3
WeTransfer,2020s,1
Wendy Doniger,2000s,1
Wendy Phillips,2020s,1
Westin Harris,2020s,60
Westview Press,1990s,1
What's In a Name?,1990s,2
"Whitaker, Jarrod",2020s,1
"Whitaker, Jarrod L.",2010s,2
"Whitaker, Jarrod L.",2020s,1
Whitney Cox,2000s,35
Whitney Cox,2010s,40
Wiese,2010s,2
Wiese,2020s,3
Wiles Royce,2010s,1
Wilhelm Beinvogl,2010s,1
Will Douglas,2000s,1
Will Rasmussen,2000s,4
Will Sweetman,2000s,6
Will Sweetman,2010s,26
Will Sweetman,2020s,4
Will Tuladhar Douglas,2010s,3
Will Tuladhar-Douglas,2000s,5
Will Tuladhar-Douglas,2020s,2
William Douglas,1990s,1
William F. Sands,2000s,4
William K. Mahony,2000s,1
William Mahony,2000s,2
William Smith,1990s,5
William Smith,2000s,1
"Williams, Ben",2010s,1
"Williams, Michael",2020s,1
Win Than Tun,2000s,1
"Witzel, Michael",2010s,41
"Witzel, Michael",2020s,27
Wolf J.,1990s,1
Wolf J. Flywheel,1990s,1
Wolfgang Behr,1990s,11
"Wooff, Chris",2010s,1
Worldwide Indian Network,1990s,1
Xman,1990s,1
YAMABE Nobuyoshi,2010s,2
YAMABE Nobuyoshi,2020s,3
YANO MICHIO,2020s,4
YANOM at EARN.JPNKSUVX,1990s,3
Yahoo!Mail®,2020s,8
Yak,2020s,1
Yamashita tsutomu,1990s,1
"Yanchevskaya, Nataliya",2010s,1
Yang Qu,2020s,7
Yannick Lambert,2020s,2
Yaroslav V. Vassilkov,1990s,104
Yaroslav Vassilkov,1990s,2
Yaroslav Vassilkov,2000s,68
Yashwant,2000s,2
Yashwant Malaiya,1990s,7
Yashwant Malaiya,2000s,88
Yasuhiro Okazaki,1990s,12
Yasuhiro Okazaki,2000s,2
Yigal Bronner,1990s,15
Yiming,2010s,8
Yoshi Onishi,1990s,2
Yuko Yokochi,2000s,4
Yuri Ishii,1990s,2
Z Y,2010s,2
ZYSK at ACFcluster.NYU.EDU,1990s,20
ZYSK at EDU.NYU.ACFCLUSTER,1990s,15
Zdenko Skiljan,1990s,1
Zesheng He,1990s,2
"Zheng, K. (Kexin)",2020s,1
Zhihua Yao,2010s,1
"Zimmermann, Michael",2020s,1
Zoe Slatoff,2020s,3
Zoë Slatoff,2020s,1
a.a. slaczka,1990s,4
a.murugaiyan,2010s,18
a.murugaiyan,2020s,23
a2795850 at smail1.rrz.Uni-Koeln.DE,1990s,2
aamerson at s1.csuhayward.edu,1990s,1
ac161 at leo.nmc.edu,1990s,2
actuary at ix.netcom.com,1990s,1
adheesh sathaye,1990s,2
adheesh sathaye,2000s,9
adheesh sathaye,2010s,15
adheesh sathaye,2020s,25
adi at uclink2.berkeley.edu,1990s,10
aditya at icanect.net,1990s,14
aditya at smart1.net,1990s,6
aditya dev sood,1990s,4
adrian.burton at anu.edu.au,1990s,3
agnes korn,1990s,5
agnes korn,2000s,1
ahale at vax.oxford.ac.uk,1990s,1
ai927 at FreeNet.Carleton.CA,1990s,3
ai927 at freenet.carleton.ca,1990s,10
aithal,1990s,1
ajaykrao at UCHICAGO.EDU,2000s,2
akella at BE.AC.ULG.MONTEFIORE,1990s,1
akio25 at mbox.kyoto-inet.or.jp,1990s,1
aklujkar,1990s,2
aklujkar,2000s,1
aklujkar at CA.UBC.UNIXG,1990s,1
aklujkar at unixg.ubc.ca,1990s,117
alakendu Das,2020s,11
alakendu das,2010s,170
alakendu das,2020s,81
alan,1990s,1
alberto pelissero,2000s,6
alessandro battistini,2020s,1
alessandro graheli,2000s,2
alex watson,2000s,4
alfredo at sunny.mpimf-Heidelberg.mpg.de,1990s,1
alfredo at sunny.mpimf-heidelberg.mpg.de,1990s,7
alok at hyundo.pufs.ac.kr,1990s,1
amarjit at lij.edu,1990s,1
amba kulkarni,2000s,1
amba kulkarni,2010s,7
amccord,1990s,4
aminer at sas.upenn.edu,1990s,1
anandi at emr.ca,1990s,1
andersonl at Meena.CC.URegina.CA,1990s,1
andra.kleb at gmail.com,2010s,19
andra.kleb at gmail.com,2020s,10
anil k gupta,1990s,7
annette heitmann,2000s,1
antonino polizzi,1990s,1
antonio.jardim at gmail.com,2010s,1
appam at atc.ll.mit.edu,1990s,1
apsss at uohyd.ernet.in,1990s,2
arcangelo,1990s,1
arul kumaresan,1990s,6
asha,1990s,2
asha heera,1990s,1
ashok.aklujkar,2000s,10
ashok_sharma at ccmail.gsfc.nasa.gov,1990s,1
asia,1990s,4
asia at netway.at,1990s,1
asko.parpola at helsinki.fi,2010s,18
astgmb at luff.latrobe.edu.au,1990s,1
astridzotter at yahoo.de,2010s,3
astridzotter at yahoo.de,2020s,1
at ProfPankajJain PhD पंकज जैन,2010s,3
audrey.truschke at gmail.com,2010s,1
avillarr at is.dal.ca,1990s,2
b9100530 at platinum.anu.edu.au,1990s,6
b9100530 at student.anu.edu.au,1990s,1
badri at sofia.mae.cornell.edu,1990s,1
bahulkar,1990s,2
bakamoone indaratana,2010s,1
bala at biomechanics.asri.edu,1990s,2
balakrishnan raju,1990s,4
balakrishnan raju,2000s,5
banks at vax.oxford.ac.uk,1990s,6
bc4s-nmr at asahi-net.or.jp,1990s,2
bclough,2000s,3
bedell at cse.bridgeport.edu,1990s,3
beitel,1990s,1
beitel,2000s,8
bharat at scr.siemens.com,1990s,1
bhatcher at titan.iwu.edu,1990s,2
bhikkhuni Dhammadinna,2010s,5
bhikkhuni dhammadinna,2020s,4
bhikkhunī Dhammadinnā,2010s,2
birgit kellner,1990s,17
birgit kellner,2000s,19
bloturco at centoper.it,2010s,1
bmanring at cuix.pscu.com,1990s,1
"boehm-tettelbach, monika",1990s,1
bpj at netg.se,1990s,80
breusch at students.wisc.edu,1990s,12
brzezins at epas.utoronto.ca,1990s,5
buddha at EDU.STANFORD.LELAND,1990s,1
buddha at leland.Stanford.EDU,1990s,2
by way of Jean-Michel Delire,2010s,1
by way of Jean-Michel Delire (jmdelire at ulb.ac.be),2010s,1
c w nuckolls,1990s,1
c-asia-1 at amnesty.nl,1990s,1
c-seely at uchicago.edu,1990s,1
c.cicuzza at iol.it,2010s,2
c.j.oort at pi.net,1990s,4
calibanj at aol.com,1990s,1
cardona at unagi.cis.upenn.edu,1990s,19
caren dreyer,2010s,1
carlo della casa,1990s,16
carolyn-b-brown at uiowa.edu,1990s,2
cbond at sas.upenn.edu,1990s,2
cejka at praha1.ff.cuni.cz,1990s,19
cezarygalewicz at yahoo.com,2020s,5
cfynn at sahaja.demon.co.uk,1990s,1
chattrj at is3.nyu.edu,1990s,6
cheaw260 at unix.cc.emory.edu,1990s,1
chevilla at linguist.jussieu.fr,1990s,1
chibbard at pobox.upenn.edu,1990s,1
christoph.emmrich at UTORONTO.CA,2000s,1
christoph.emmrich at UTORONTO.CA,2010s,7
christoph.emmrich at utoronto.ca,2010s,7
christopher lee,1990s,3
christopher lee,2000s,1
claire.maes at uni-tuebingen.de,2020s,1
claude setzer,1990s,16
clay at m-net.arbornet.org,1990s,4
clittle at ep.ieee.org,1990s,1
clopez,2000s,1
cr,1990s,2
cristina hotmail,2010s,1
cristina pecchia,2010s,5
cristina pecchia,2020s,1
csr at jupiter.wipro.com,1990s,6
cuf at aol.com,1990s,1
czm1 at cornell.edu,1990s,8
d.keown at gold.ac.uk,1990s,20
d.keown at goldsmiths.ac.uk,1990s,3
d.wujastyk at ucl.ac.uk,1990s,10
dancona,2000s,1
dargie at lingua.cltr.uq.oz.au,1990s,5
david nelson,1990s,1
david.webster,1990s,1
dbak at unixg.ubc.ca,1990s,1
dc lammerts,2010s,2
dcarpent at sjuphil.sju.edu,1990s,1
dean_anderson at SACARI.ORG,2000s,15
deck at div.harvard.edu,1990s,3
deepak at ksu.edu,1990s,4
deo at ix.netcom.com,1990s,1
dermot at grevatt.f9.co.uk,2010s,3
dermot at grevatt.force9.co.uk,2010s,42
dhaval patel,2010s,59
dileep s karanth,1990s,5
dinesh at cs.newhaven.edu,1990s,1
dipitivilasa,2000s,1
diwakar acharya,2000s,22
dk.seattle,1990s,1
dkprint,1990s,2
dkprint,2000s,1
dlusthau at mailer.fsu.edu,1990s,8
dmenon at pacific.net.sg,1990s,12
dmitry at quant.stu.neva.ru,1990s,2
dmitry shevchenko,2020s,8
dom,1990s,7
dom at vigyan.iisc.ernet.in,1990s,1
dominik at haas.asia,2020s,3
donovan.1 at osu.edu,1990s,1
donovevs at libero.it,2000s,1
dorji.wangchuk at UNI-HAMBURG.DE,2000s,1
dorrit Wagner,1990s,1
dory heilijgers,2020s,4
dow at wjh12.harvard.edu,1990s,1
dplukker at inter.NL.net,1990s,13
dplukker at inter.nl.net,1990s,1
dq629 at cleveland.Freenet.Edu,1990s,1
dran at cs.albany.edu,1990s,6
drdj at mail.utexas.edu,1990s,2
drg4 at cornell.edu,1990s,1
dvaita at eskimo.com,1990s,1
dwight at unixg.ubc.ca,1990s,3
echnaton at fub46.zedat.fu-berlin.de,1990s,10
edbryant at rci.rutgers.edu,2010s,11
edeltraud harzer clear,1990s,8
efeoci,1990s,4
elisa freschi,2000s,2
elisa freschi,2010s,22
elisa freschi,2020s,1
elmar at philosophie.uni-tuebingen.de,1990s,3
eva de clercq,2010s,2
eva de clercq,2020s,14
everson at indigo.ie,1990s,1
falk,1990s,4
falk,2000s,4
falk at ZEDAT.FU-Berlin.DE,1990s,1
falk at fub46.zedat.fu-berlin.de,1990s,2
falk at zedat.fu-berlin.de,1990s,15
farkhondeh iran,2010s,9
farkhondeh iran,2020s,2
filipsky at site.cas.cz,1990s,5
flavio.mainero%mandic at ax.apc.org,1990s,1
fo8z003,1990s,1
franceschini.marco at fastwebnet.it,2000s,2
francesco sferra,2010s,2
franco at RZ.UNI-LEIPZIG.DE,2000s,37
franco at RZ.UNI-LEIPZIG.DE,2010s,4
francois.voegeli at orient.unil.ch,1990s,1
frank korom,1990s,1
frr2897 at garnet.acns.fsu.edu,1990s,2
fsmith,2000s,4
fsmith at blue.weeg.uiowa.edu,1990s,3
fussman,2000s,3
g.v.simson at easteur-orient.uio.no,1990s,34
gail at utxvms.cc.utexas.edu,1990s,19
galewicz,1990s,1
gangolly at csc.albany.edu,1990s,1
garzilli at HULAW1.HARVARD.EDU,1990s,6
gayathri,2010s,5
george cardona,1990s,4
george cardona,2000s,1
george thompson,2000s,6
george thompson,2010s,6
george9252,1990s,13
george9252,2000s,6
gheil at cs.washington.edu,1990s,7
gheil at edu.washington.cs,1990s,1
girish at mushika.wanet.com,1990s,11
girish at sisna.com,1990s,2
girish jha,2000s,20
girish jha,2010s,27
giuseppe at imiucca.csi.unimi.it,1990s,5
gldnreef at primenet.com,1990s,10
goodall at vax.ox.ac.uk,1990s,4
goodall at vax.oxford.ac.uk,1990s,1
gopal iyer,1990s,1
gor05,1990s,8
gor05 at rz.uni-kiel.d400.de,1990s,3
gruenendahl,2000s,102
gthomgt at COMCAST.NET,2010s,13
gthursby at religion.ufl.edu,1990s,3
guccie at ariake-nct.ac.jp,1990s,1
h-fom,1990s,1
hal_computer at earthlink.net,1990s,7
hanneder,1990s,1
hans bakker,2000s,4
hans bakker,2010s,3
hans henrich hock,1990s,1
hans henrich hock,2000s,11
harry,1990s,1
harry spier,1990s,5
harsh v. singh,2000s,3
harunaga at SAS.UPENN.EDU,2000s,1
harzer at utexas.edu,2010s,3
hcf1dahl at EARN.UCSBUXA,1990s,4
hellwig7 at gmx.de,2010s,20
hhhock,2000s,4
hipbone at earthlink.net,1990s,2
hmdplawr at UXMAIL.UST.HK,1990s,1
hmdplawr at UXMAIL.UST.HK,2000s,5
holba at praha1.ff.cuni.cz,1990s,1
hpatel at ccmail.muller.com,1990s,1
hsa01dk at goldsmiths.ac.uk,1990s,4
hsa01dk at scorpio.goldsmiths.ac.uk,1990s,1
hshah at ccmail.muller.com,1990s,2
hueckst at cc.UManitoba.CA,1990s,1
huet,2010s,1
huet,2020s,6
humanidades India,2000s,20
hzhao at sas.upenn.edu,1990s,1
iao,1990s,2
ibric at sri.lanka.net,1990s,2
indinst at vax.oxford.ac.uk,1990s,3
indobib at indoger.unizh.ch,1990s,2
indtimes at del2,1990s,2
iplel,2000s,1
isabella nardi,2010s,3
isabelle onians,2000s,3
isabelle.onians at CLAYSANSKRITLIBRARY.ORG,2000s,2
j. villeneuve,2000s,2
j.e.braarvig at iks.uio.no,1990s,2
jack at teleport.com,1990s,1
jacob at fabularasa.dk,2010s,64
jacob at fabularasa.dk,2020s,25
jacob.baltuch at euronet.be,1990s,21
jacob.baltuch at infoboard.be,1990s,35
jagan nadh,2000s,21
jage at loc.gov,1990s,2
jage at seq1.loc.gov,1990s,4
jai at mantra.com,1990s,1
james mallinson,2000s,3
james nye,1990s,4
james.hartzell at gmail.com,2010s,1
jan,2000s,2
jan seifert,1990s,1
jan.kucera at matfyz.cz,2010s,4
jan.kucera at matfyz.cz,2020s,2
janus005 at maroon.tc.umn.edu,1990s,2
jason.cannon-silber at studium.uni-hamburg.de,2020s,11
jay thakar,1990s,1
jayabarathi,1990s,46
jaybee,1990s,2
jayesh at hedge.hw.stratus.com,1990s,2
jbronkho at ulys.unil.ch,1990s,1
jdwhite at unccvm.uncc.edu,1990s,11
jeb2104,2010s,1
jemhouben at gmail.com,2010s,1
jens wilhelm borgland,2010s,2
jens wilhelm borgland,2020s,3
jens.braarvig at inl.uio.no,1990s,2
jfstaal,2000s,2
jgardner at blue.weeg.uiowa.edu,1990s,2
jgoda at f47serv.mitre.org,1990s,1
jhakgirish,2010s,29
jhakgirish,2020s,5
jkcowart at io-online.com,1990s,2
jkirk,2000s,138
jkirk at micron.net,1990s,4
jkirk at micron.net\,1990s,2
jkirkpatrick,1990s,3
jlc at ccr.jussieu.fr,1990s,3
jleslie,1990s,4
jmdelire,2010s,12
jmdelire,2020s,14
jneuss,1990s,2
jo,2010s,6
joe at sfbooks.com,1990s,16
joel,2000s,1
joel bordeaux,2000s,3
john grimes,1990s,15
john grimes,2000s,10
john robert gardner,1990s,1
jonathan silk,1990s,72
jonathan.silk at wmich.edu,1990s,44
jothi mani,2000s,1
jp,1990s,1
jp_stephens,1990s,2
jpeterson,2020s,1
jpo at uts.cc.utexas.edu,1990s,5
jsiva at uclink3.berkeley.edu,1990s,6
juergen neuss,2000s,1
justin meiland,1990s,1
justin meiland,2000s,1
juvvadi at allegra.att.com,1990s,1
jwg2 at cornell.edu,1990s,4
jwoo at sas.upenn.edu,1990s,3
kak at max.ee.lsu.edu,1990s,7
kalie at oslonett.no,1990s,1
kalluri at dahlgren-19.Eng.Sun.COM,1990s,2
kalyans at ix.netcom.com,1990s,25
kappa-y at sh0.po.iijnet.or.jp,1990s,4
kashyap at pepper.rutgers.edu,1990s,3
katherine b martineau,1990s,1
katherine eirene ulrich,1990s,7
kaushik bhaumik,2000s,1
kavi at chetana.com,1990s,1
keerthi kumar,1990s,5
keith williams,1990s,1
kellneb5,2000s,1
kellner at ue.ipc.hiroshima-u.ac.jp,1990s,39
keulrich at midway.uchicago.edu,1990s,2
kghosh at ceco.ceco.com,1990s,3
kharimot at mail.sas.upenn.edu,1990s,1
kharimot at sas.upenn.edu,1990s,2
kichenas,1990s,5
kichenas at math.umn.edu,1990s,17
kish at jove.rutgers.edu,1990s,1
kmcgrath at fas.harvard.edu,2010s,2
koenraad.elst,2010s,1
koenraad.elst at telenet.be,2010s,24
kp at max.ee.lsu.edu,1990s,1
kpadmaso at spc-srv-a.efit.elcm.eds.com,1990s,2
kr,2000s,2
kradhikary at mail.utexas.edu,1990s,11
krisna at cs.wisc.edu,1990s,4
ksn2 at Lehigh.EDU,1990s,1
kxp5195 at hertz.njit.edu,1990s,6
l.m.fosse at NO.UIO.EASTEUR-ORIENT,1990s,2
l.m.fosse at easteur-orient.uio.no,1990s,145
lata deokar,1990s,1
lawrence mccrea,1990s,1
lbigelow at sas.upenn.edu,1990s,1
leanne seedorff,1990s,1
lel,2000s,4
leona anderson,1990s,1
leona anderson,2000s,3
leonard zwilling,1990s,8
levinesa at HUGSE1.HARVARD.EDU,1990s,2
lgriff at po-box.mcgill.ca,1990s,7
ljaks at pacificnet.net,1990s,1
lmfosse at CHELLO.NO,2000s,1
lmfosse at GETMAIL.NO,2010s,2
lpp,2000s,3
lucinda bell,1990s,1
lusthaus,1990s,1
lusthaus at macalstr.edu,1990s,11
luther obrock,2010s,5
luther obrock,2020s,9
m m agrawal,1990s,3
m.s.oort,2010s,1
m.s.oort at casema.nl,2020s,3
m.wielinska-soltwedel at gmx.net,2020s,1
madhav.deshpande at EDU.UMICH.CC.UM,1990s,10
madhav.deshpande at um.cc.umich.edu,1990s,27
madhav_deshpande at EDU.UMICH.CC.UM,1990s,5
mail07464 at pop.net,1990s,13
malaiya at ives.CS.ColoState.EDU,1990s,1
malaiya at ravi.CS.ColoState.EDU,1990s,5
mani at srirangam.esd.sgi.com,1990s,24
manu bhagavan,1990s,12
marcinl at hum.amu.edu.pl,1990s,1
marcoferrante80 at gmail.com,2020s,1
marcus.banks at anthropology.oxford.ac.uk,1990s,13
marina orelskaya,2000s,29
marion rastelli,2000s,1
martinez,1990s,2
mbauri,2000s,1
mbbednar at students.wisc.edu,1990s,1
mbroo at abo.fi,2010s,25
mccomas,2000s,9
mchari at bcm.tmc.edu,1990s,5
mdrosse at pobox.upenn.edu,1990s,1
mdroz,1990s,1
merry burlingham,1990s,3
mgansten at sbbs.se,1990s,43
mhcrxlc at dir.manchester-computing-centre.ac.uk,1990s,26
mhcrxlc at dir.mcc.ac.uk,1990s,37
michael Rabe,1990s,1
michael baltutis,2010s,2
michael baltutis,2020s,5
michael witzel,1990s,3
michael witzel,2000s,4
michal16 at netquandry.net,1990s,1
michiya at rh.u-tokai.ac.jp,1990s,1
micki,1990s,1
mikal radford,1990s,2
mike dickman,1990s,3
milton degeorge,2000s,7
mjs at spicemail.cc,2020s,1
mkapstei,2010s,1
mkapstei at UCHICAGO.EDU,2000s,73
mkapstei at UCHICAGO.EDU,2010s,74
mmaggi at sinergia.it,1990s,4
mohkam,2000s,2
mohkamsing,1990s,3
mohkamsing,2000s,2
mrabe at artic.edu,1990s,52
mtwm,2010s,1
mudra at inch.com,1990s,2
muthu at lecter.Stanford.EDU,1990s,1
muthu lakshmy,2000s,1
mweiss at camtwh.eric.on.ca,1990s,4
n-iyanag at ppp.bekkoame.or.jp,1990s,3
n.rao at rz.uni-sb.de,1990s,22
nagata keisuke,1990s,1
nanda chandran,1990s,95
nanda chandran,2000s,76
narain at EDU.BU.BU-PUB,1990s,1
narain at acs.bu.edu,1990s,1
naresh keerthi,2010s,18
naresh keerthi,2020s,7
naru at crlmail.uchicago.edu,1990s,1
nas_ng at lms420.jsc.nasa.gov,1990s,106
nathalie Pernstich,1990s,5
nayak at inetport.com,1990s,1
niccd at pcnet.ro,1990s,2
nick.allen at anthropology.oxford.ac.uk,1990s,2
nishit khushal mehta,1990s,1
nmmcgovern81 at gmail.com,2020s,1
noel at freenet.carleton.ca,1990s,1
noemie verdon,2020s,1
nowmonika,2010s,1
oclc-fs at oclc.org,1990s,1
olga serbaeva,2010s,1
oliver fallon,2000s,6
olivia cattedra,2000s,4
olivia cattedra,2010s,3
onians at GOOGLEMAIL.COM,2000s,1
palaniappa at aol.com,2010s,82
palaniappa at aol.com,2020s,2
pam,2000s,1
pannell at vax.ox.ac.uk,1990s,1
patrick mc allister,2010s,6
patrick mccartney,2010s,160
patrick mccartney,2020s,70
pb019 at csc.albany.edu,1990s,6
pbilimor,1990s,2
pclaus at s1.csuhayward.edu,1990s,41
pclaus at seq.csuhayward.edu,1990s,1
peg!paua at ORG.IGC,1990s,1
pesch at indoger.unizh.ch,1990s,2
pete at nwfdc.nwf.org,1990s,1
peter bisschop,2010s,23
peter bisschop,2020s,17
peter schreiner,1990s,1
petr at merle.acns.nwu.edu,1990s,1
petra kieffer-Pülz,2000s,10
petra kieffer-Pülz,2010s,11
petra kieffer-puelz,2010s,4
petra kieffer-pülz,2010s,6
pf,2000s,7
pf at cix.co.uk,1990s,9
pf at cix.compulink.co.uk,1990s,5
pfilliozat at magic.fr,1990s,6
pfreund at mum.edu,1990s,4
pgaeffke at ccat.sas.upenn.edu,1990s,1
pgm,1990s,10
pgm at ukc.ac.uk,1990s,2
phijag at cobra.nus.sg,1990s,6
phijag at nus.sg,1990s,2
phijag at zelacom.com,1990s,9
phil013 at csc.canterbury.ac.nz,1990s,6
philipp.a.maas,2010s,4
pieter-jan van eggermont,2000s,1
pjain at stern.nyu.edu,1990s,1
pkoskikallio,2010s,1
ponsjehk,2020s,1
pp001460 at interramp.com,1990s,4
ppsmb,2000s,2
pradeep mittal,1990s,1
pradeep mittal,2000s,1
pramit bhasin,1990s,1
prasanna at tesla.mayo.EDU,1990s,1
prasg at informix.com,1990s,1
prince at mx.kobe-shinwa.ac.jp,1990s,4
proj3 at nicolaua.uab.es,1990s,1
provasi at ling.unipi.it,1990s,1
pslvax!sadhu at UCSD.EDU,1990s,39
pslvax!sadhu at ucsd.edu,1990s,2
pslvax!siva!sadhu at UCSD.EDU,1990s,11
purushottama bilimoria,1990s,27
pventhb at xs4all.nl,1990s,3
pwyzlic,1990s,13
r.l.schmidt at easteur-orient.uio.no,1990s,21
raffaele torella,2000s,3
raffaele torella,2010s,1
rainer stuhrmann,2010s,7
rainer stuhrmann,2020s,2
raja at galileo.IFA.Hawaii.Edu,1990s,3
rajam,2000s,7
rajam,2010s,116
rajam,2020s,62
rajanawab at comcast.net,2010s,1
rajs at lugano.esd.sgi.com,1990s,3
raju at sawlab.te.chiba-u.ac.jp,1990s,2
ramakrishnan at mail.utexas.edu,1990s,1
ramani at IN.ERNET.NCST.SAATHI,1990s,2
ravinder kumar,2010s,1
ravinder kumar,2020s,2
ravindran sri,1990s,1
ravindran sri,2000s,4
rblinderman at g.harvard.edu,2020s,2
rcohen at sas.upenn.edu,1990s,12
rebecca ruth armstrong,1990s,1
rekha rani,2010s,4
reusch at uclink4.berkeley.edu,1990s,7
riccardo garbini,1990s,4
richard gombrich,2010s,3
rlamb,2000s,6
rm11,1990s,1
rnkovacs at ix.netcom.com,1990s,1
robert b langston,1990s,4
robert l brown,1990s,6
robert langston,1990s,3
robert langston,2000s,1
robert leach,2010s,1
robgood at mail.utexas.edu,1990s,1
robin at utafll.uta.edu,1990s,1
rohan.oberoi at CORNELL.EDU,2000s,31
romila at spacpl.com,2000s,1
roytzo at post.tau.ac.il,2010s,1
rozehnal at praha1.ff.cuni.cz,1990s,8
rrocher,2010s,22
rrocher,2020s,5
rrocher at edu.upenn.sas.ac.uk,1990s,1
rrocher at sas.upenn.edu,1990s,29
rsinclai at nsf.gov,1990s,2
rtumkur at ford.com,1990s,3
rum at hotlan.att.com,1990s,2
rwl at emx.cc.utexas.edu,1990s,3
rwl at uts.cc.utexas.edu,1990s,10
rz2a016 at rzaix01.rrz.uni-hamburg.de,1990s,1
s-collins at uchicago.edu,1990s,1
s. kalyanaraman,1990s,35
s.raman at utoronto.ca,2010s,1
sac51900 at saclink.csus.edu,1990s,6
sadasivam%uhavax.dnet at ipgate.hartford.edu,1990s,1
sagrj at uts.cc.utexas.edu,1990s,1
sander hens,2010s,1
sandip at lewis.EE.CORNELL.EDU,1990s,1
sani at ling.unipi.it,1990s,3
saradesh,1990s,1
saradesh,2000s,1
sarin at erols.com,1990s,5
schopra at cabler.cableregina.com,1990s,4
sconyerd,1990s,1
sdiamond at sas.upenn.edu,1990s,4
seanhud at europa.com,1990s,1
seemc000 at goofy.zdv.Uni-Mainz.de,1990s,1
selindqu at midway.uchicago.edu,1990s,1
selindqu at rainbow.uchicago.edu,1990s,3
sellmers at gmx.de,2020s,1
sennicolas,2020s,1
sgambhir at sas.upenn.edu,1990s,4
sghosh1 at PO-Box.McGill.CA,1990s,2
shailesh at cair.ernet.in,1990s,3
shayne clarke,2000s,3
shrikant bahulkar,2000s,5
shrinivasa varakhedi,2010s,8
shubha shanthamurthy,2010s,1
shyamr at YORKU.CA,2000s,1
sibal at lily.ho.att.com,1990s,1
silk at wmich.edu,1990s,9
sisira.jayasinghe at sdrc.com,1990s,1
sivaram si,2020s,2
sjohar at library.usyd.edu.au,1990s,9
sogbs at cc.newcastle.edu.au,1990s,2
sohum at ms.uky.edu,1990s,4
som at bcclb.ernet.in,1990s,2
som at deakin.edu.au,1990s,1
som dev vasudeva,2020s,1
somadeva vasudeva,2000s,8
soni at Mailer.Uni-Marburg.DE,1990s,9
soni at staff.Uni-Marburg.DE,2010s,1
soni at staff.uni-marburg.de,2010s,43
soni at staff.uni-marburg.de,2020s,5
soumitra at ix.netcom.com,1990s,9
spencer austin leonard,1990s,1
sprajapati22,2010s,1
sreeni at ktp.uni-paderborn.de,1990s,1
sreenivasa.nittala at blr.sni.de,1990s,1
srinivas at sas.upenn.edu,1990s,1
srutavega,2000s,10
ssa at violet.berkeley.edu,1990s,4
st31 at sdcc12.ucsd.edu,1990s,1
stampe at uhunix.uhcc.Hawaii.Edu,1990s,2
stautzebach,1990s,1
stella sandahl,2010s,9
stephen,1990s,1
stephen.miller at computing-services.oxford.ac.uk,1990s,2
stephens,1990s,3
steve,2000s,1
sthanesvar timalsina,2000s,4
strauchi at zedat.fu-berlin.de,2000s,1
subrahmanya palurmallampalli,1990s,4
sudheer birodkar,1990s,18
suresh at bocaraton.ibm.com,1990s,6
surya narayan,2000s,1
svadchi,1990s,1
svadchi at agf.fr,1990s,1
svagah at sb.su.se,1990s,3
sweta prajapati,2010s,1
t70,2000s,1
tadi bapanamba,2020s,1
"tamhane, pushkar",1990s,1
tancredi padova,2020s,2
tantrapl at hektor.umcs.lublin.pl,1990s,18
tapti roy,2000s,1
tasi at EDU.UCHICAGO.MIDWAY,1990s,3
tat at quel.stu.neva.ru,1990s,9
tatelman at pangea.ca,1990s,1
tatelman at total.net,1990s,4
tatiana.oranskaia,2010s,16
tatiana.oranskaia,2020s,3
tautaatita at s8.spaaqs.ne.jp,2010s,1
tbaca at mail.utexas.edu,1990s,1
tbryson at harvard.edu,1990s,1
tccahill,2000s,9
tccahill,2010s,1
tccahill at loyno.edu,2010s,2
thayashi at doshisha.ac.jp,1990s,11
thayashi at mail.doshisha.ac.jp,1990s,4
theodor,2010s,4
thillaud at unice.fr,1990s,23
thion at msh-paris.fr,1990s,2
thomas karnati,2000s,2
thompson at handel.jlc.net,1990s,49
thompson at jlc.net,1990s,76
thrapp at helios.nosc.mil,1990s,6
tim,1990s,1
tina debruyn,2000s,4
tiziana.lorenzetti,2020s,1
tiziana.lorenzetti at libero.it,2010s,7
tiziana.lorenzetti at libero.it,2020s,4
