normalized_author,author_id,message_count,thread_count,first_year,last_year,top_topic,top_list_function,resolved_replies_sent,resolved_replies_received,author_status
H.M.Hubey,indology-author-ee208518ac,47,20,1998,1999,General scholarly discussion,general discussion,38,11,needs_review
SILK at AC.GRIN.EDU,indology-author-7b482cf56f,46,42,1994,1995,General scholarly discussion,general discussion,17,29,needs_review
Richard Mahoney | Indica et Buddhica,indology-author-6edf65a1a8,46,41,2016,2023,General scholarly discussion,general discussion,32,17,confirmed
Tyler Neill,indology-author-86b512d21f,46,41,2017,2026,General scholarly discussion,general discussion,19,31,confirmed
jayabarathi,indology-author-5f9a19d4c9,46,36,1997,1999,General scholarly discussion,general discussion,36,9,needs_review
Satyanad Kichenassamy,indology-author-b60694d1a0,46,34,1994,2025,General scholarly discussion,general discussion,36,25,confirmed
Daniela Rossella,indology-author-f312cd1c40,45,41,2000,2019,General scholarly discussion,general discussion,11,19,confirmed
Chris Beetle,indology-author-fd94dfa1f9,45,39,1997,2001,General scholarly discussion,general discussion,31,24,confirmed
Dr. Jai Maharaj,indology-author-106a52d8e1,45,29,1997,2000,General scholarly discussion,general discussion,25,39,confirmed
Jan Kučera,indology-author-000bb1dc0a,45,28,2022,2026,General scholarly discussion,general discussion,37,40,confirmed
Andrea Acri,indology-author-64edaaf084,44,41,2010,2025,General scholarly discussion,general discussion,25,22,confirmed
jonathan.silk at wmich.edu,indology-author-5809febd9b,44,38,1995,1997,General scholarly discussion,general discussion,29,26,needs_review
Agathe Keller,indology-author-dc5b06bc72,44,33,1999,2023,General scholarly discussion,general discussion,20,18,confirmed
Paolo Magnone,indology-author-f1e6e12e4a,44,31,1997,2022,General scholarly discussion,general discussion,35,32,confirmed
Shrinivas Tilak,indology-author-324d58fd42,43,41,1995,2025,General scholarly discussion,general discussion,15,109,confirmed
Geoffrey Samuel,indology-author-e7fc148e35,43,40,1997,2025,General scholarly discussion,general discussion,35,16,confirmed
Ajit Gargeshwari,indology-author-8270a43f46,43,39,2013,2024,General scholarly discussion,general discussion,24,23,confirmed
Andrew Nicholson,indology-author-f4483a1308,43,36,2010,2026,General scholarly discussion,general discussion,14,30,confirmed
Ulrike Niklas,indology-author-8d16ab5066,43,36,1996,2000,General scholarly discussion,general discussion,20,12,confirmed
Prasad Velusamy,indology-author-902652ab71,43,35,1999,2001,General scholarly discussion,general discussion,27,35,confirmed
Tracy Coleman,indology-author-2fee96f293,43,35,2008,2026,General scholarly discussion,general discussion,32,43,confirmed
Plamen Gradinarov,indology-author-b123f16a9c,43,32,2004,2006,General scholarly discussion,general discussion,23,12,confirmed
Bh. Krishnamurti,indology-author-d7f9d63ad1,43,30,1997,1998,General scholarly discussion,general discussion,37,13,confirmed
mgansten at sbbs.se,indology-author-823ed49204,43,30,1996,1997,General scholarly discussion,general discussion,30,29,needs_review
elisa freschi,indology-author-a4750c1897,42,39,2009,2025,General scholarly discussion,general discussion,26,15,confirmed
Robert P. GOLDMAN,indology-author-e87d61c13b,42,38,1999,2026,General scholarly discussion,general discussion,34,31,confirmed
Anand Venkt Raman,indology-author-35825f4b61,42,37,1995,1997,General scholarly discussion,general discussion,34,9,confirmed
Rupert Gethin,indology-author-036ca48258,42,36,1997,2026,General scholarly discussion,general discussion,20,17,confirmed
Harunaga Isaacson,indology-author-623d3608a4,42,34,2000,2023,General scholarly discussion,general discussion,27,5,confirmed
Dániel Balogh,indology-author-1b31adf139,42,29,2015,2026,General scholarly discussion,general discussion,40,33,confirmed
dermot at grevatt.force9.co.uk,indology-author-03a5de7c3f,42,29,2013,2019,General scholarly discussion,general discussion,39,26,needs_review
Shrisha Rao,indology-author-aceaf65f50,42,25,1999,2000,General scholarly discussion,general discussion,35,41,confirmed
Christopher Wallis,indology-author-94d2241a00,42,18,2010,2023,General scholarly discussion,general discussion,32,50,confirmed
Loriliai Biernacki,indology-author-7bc171a279,41,37,1995,2026,General scholarly discussion,general discussion,27,32,confirmed
Srini Pichumani,indology-author-c6a93fb06c,41,35,1998,2001,General scholarly discussion,general discussion,33,9,confirmed
pslvax!sadhu at UCSD.EDU,indology-author-48a7b608dc,41,35,1994,1995,General scholarly discussion,general discussion,21,27,confirmed
K. S. Arjunwadkar,indology-author-3fd873ac5f,41,33,1998,1999,General scholarly discussion,general discussion,26,20,confirmed
a.murugaiyan,indology-author-28f609eb69,41,33,2014,2022,General scholarly discussion,general discussion,25,17,needs_review
pclaus at s1.csuhayward.edu,indology-author-6b2f02fea1,41,33,1993,1996,General scholarly discussion,general discussion,26,17,needs_review
franco at RZ.UNI-LEIPZIG.DE,indology-author-06a13c3a04,41,29,2006,2011,General scholarly discussion,general discussion,29,13,needs_review
Gaia Pintucci,indology-author-db1445fc18,41,28,2016,2026,General scholarly discussion,general discussion,21,38,confirmed
Anand M. Sharan,indology-author-4e929a7f3f,41,24,2000,2000,General scholarly discussion,general discussion,23,23,confirmed
Alfred Collins,indology-author-8c15922826,40,31,2003,2010,General scholarly discussion,general discussion,23,31,confirmed
James Mallinson,indology-author-5cedb0bc9b,40,29,1999,2021,General scholarly discussion,general discussion,18,25,confirmed
Birendra Nath Prasad,indology-author-8fc4660e6c,39,36,2013,2025,Bibliographic requests,general discussion,3,6,confirmed
kellner at ue.ipc.hiroshima-u.ac.jp,indology-author-12de50ea35,39,32,1995,1996,General scholarly discussion,general discussion,23,11,needs_review
Anna A. Slaczka,indology-author-ef9e7f1c3c,39,30,2007,2015,General scholarly discussion,general discussion,17,50,confirmed
Partha Banerjee,indology-author-480d10eb54,39,24,1998,1999,General scholarly discussion,general discussion,20,98,confirmed
T.I. Console,indology-author-6accf48609,39,20,1998,1998,General scholarly discussion,general discussion,28,12,confirmed
diwakar acharya,indology-author-e00dc88c13,38,38,2001,2026,General scholarly discussion,general discussion,24,10,confirmed
Brian Akers,indology-author-598d513695,38,33,1997,2001,General scholarly discussion,general discussion,20,15,confirmed
"Buchta, David",indology-author-9eb6ffe646,38,33,2015,2026,General scholarly discussion,general discussion,28,26,confirmed
C.A. Formigatti,indology-author-a95069648f,38,33,2013,2016,General scholarly discussion,general discussion,18,14,confirmed
Muneo Tokunaga,indology-author-977001c016,38,32,1996,2007,General scholarly discussion,general discussion,17,5,confirmed
L.S. Cousins,indology-author-fd3b72db5e,38,31,1996,2014,General scholarly discussion,general discussion,32,13,confirmed
Dr Shivamurthy Swamiji,indology-author-9d5c98be80,38,30,1996,2000,General scholarly discussion,general discussion,13,7,confirmed
Caley Smith,indology-author-5c9261bc00,38,28,2019,2026,General scholarly discussion,general discussion,32,31,confirmed
Péter-Dániel Szántó,indology-author-3d4d114107,38,23,2016,2024,General scholarly discussion,general discussion,22,39,confirmed
Peter D Banos,indology-author-9257bde579,37,36,1993,1997,General scholarly discussion,general discussion,23,16,confirmed
Kamal Adhikary,indology-author-6748464537,37,35,1995,2000,General scholarly discussion,general discussion,13,8,confirmed
DIEGO LOUKOTA SANCLEMENTE,indology-author-8ad732acac,37,31,2018,2022,General scholarly discussion,general discussion,21,18,confirmed
Tobias Grote-Beverborg,indology-author-5a7a6828e1,37,30,1996,2001,General scholarly discussion,general discussion,17,17,confirmed
J.B. Sharma,indology-author-79a587e37b,37,26,1994,2001,General scholarly discussion,general discussion,29,12,confirmed
mhcrxlc at dir.mcc.ac.uk,indology-author-34ae00f6a0,37,25,1994,1996,General scholarly discussion,general discussion,30,14,needs_review
Surya P. Mittal,indology-author-cf59fcabc7,36,34,1996,2000,General scholarly discussion,general discussion,23,5,confirmed
Timothy C. Cahill,indology-author-68ab0f88a8,36,34,1999,2007,General scholarly discussion,general discussion,14,45,confirmed
Elliot M. Stern,indology-author-44dce4b470,36,33,1997,2015,General scholarly discussion,general discussion,25,22,confirmed
Martin Straube,indology-author-69c3388a7e,36,33,2007,2025,General scholarly discussion,general discussion,34,19,confirmed
Will Sweetman,indology-author-ca0dbe7834,36,33,2002,2025,General scholarly discussion,general discussion,19,18,confirmed
Agnes Korn,indology-author-268f9cf409,36,32,1998,2025,General scholarly discussion,general discussion,28,14,confirmed
Richard G. Salomon,indology-author-43314ae979,36,32,2018,2026,General scholarly discussion,general discussion,24,23,confirmed
Mahendra Kumar Mishra,indology-author-a905dc61d4,36,31,2007,2014,General scholarly discussion,general discussion,26,7,confirmed
Rasik Vihari Joshi Tripathi,indology-author-02c7cd62d9,36,31,2003,2010,General scholarly discussion,general discussion,22,9,confirmed
Oliver Fallon,indology-author-91bc2a0fef,36,25,2004,2025,General scholarly discussion,general discussion,22,42,confirmed
Satya Upadhya,indology-author-2b3489f02f,36,23,2000,2001,General scholarly discussion,general discussion,21,75,confirmed
"Michaels, Axel",indology-author-763004da0f,35,35,2013,2021,General scholarly discussion,general discussion,16,29,confirmed
Narayan R. Joshi,indology-author-c9c569d05c,35,34,2000,2000,General scholarly discussion,general discussion,1,55,confirmed
Peter Friedlander,indology-author-300cb51562,35,34,1996,2026,General scholarly discussion,general discussion,13,39,confirmed
Michio Yano,indology-author-10587e33a8,35,29,1998,2012,General scholarly discussion,general discussion,26,9,confirmed
Gleb Sharygin,indology-author-3bc48b7376,35,24,2014,2025,General scholarly discussion,general discussion,24,28,confirmed
Gunthard Mueller,indology-author-121c88c324,35,24,2000,2001,General scholarly discussion,general discussion,25,8,confirmed
jacob.baltuch at infoboard.be,indology-author-6f627c04ac,35,22,1997,1997,General scholarly discussion,general discussion,25,12,needs_review
winnie fellows,indology-author-cca55459f5,35,21,1998,2000,General scholarly discussion,general discussion,23,7,confirmed
Christoph Emmrich,indology-author-98cdb145a6,34,33,2002,2025,Announcements and events,announcement/event,7,7,confirmed
Christian Lee Novetzke,indology-author-f8de17edf0,34,32,1999,2006,General scholarly discussion,general discussion,10,10,confirmed
Heike Oberlin,indology-author-b355e109be,34,32,2014,2025,General scholarly discussion,general discussion,7,6,confirmed
Narayan R.Joshi,indology-author-212ef35219,34,32,2000,2001,General scholarly discussion,general discussion,3,35,confirmed
Francois Voegeli,indology-author-a42d145f23,34,31,1997,2019,General scholarly discussion,general discussion,17,22,confirmed
Paul Hackett,indology-author-96735653f2,34,30,2011,2026,Digital resources and tools,digital resource/tool,30,16,confirmed
g.v.simson at easteur-orient.uio.no,indology-author-c0a1f0953c,34,29,1996,1997,General scholarly discussion,general discussion,27,2,needs_review
y.r.rani at mail.utexas.edu,indology-author-412fe2416f,34,29,1995,1997,General scholarly discussion,general discussion,9,42,needs_review
petra kieffer-Pülz,indology-author-d2d0b59761,34,28,2008,2021,General scholarly discussion,general discussion,17,27,confirmed
Seishi Karashima,indology-author-9cb1f7e187,34,24,2015,2019,General scholarly discussion,general discussion,23,22,confirmed
Tim Felix Aufderheide,indology-author-14b5dbac08,34,24,2019,2022,Bibliographic requests,general discussion,14,22,confirmed
Evgeniya Desnitskaya,indology-author-9e5174475d,34,22,2020,2026,General scholarly discussion,general discussion,15,27,confirmed
DR.S.KALYANARAMAN,indology-author-f248577482,34,21,1995,1998,General scholarly discussion,general discussion,20,42,needs_review
SNS,indology-author-c727632c30,34,20,1998,1999,General scholarly discussion,general discussion,26,3,needs_review
jhakgirish,indology-author-a312ac392f,34,20,2017,2020,General scholarly discussion,general discussion,21,19,needs_review
Pankaj Jain,indology-author-25bf387509,33,33,2007,2023,General scholarly discussion,general discussion,6,13,confirmed
Francois Quiviger,indology-author-4727b51f57,33,31,1995,1997,General scholarly discussion,general discussion,9,8,confirmed
Csaba Dezso,indology-author-8b66d04de0,33,30,2003,2026,General scholarly discussion,general discussion,20,11,confirmed
Gene Thursby,indology-author-ca0a9322d5,33,30,1995,1998,General scholarly discussion,general discussion,18,2,confirmed
François Patte,indology-author-a77b8fee43,33,25,2000,2026,General scholarly discussion,general discussion,19,25,confirmed
David Salmon,indology-author-4949ca6bc0,33,24,1998,2001,General scholarly discussion,general discussion,20,36,confirmed
RAJAGOPALANM at HARPO.TNSTATE.EDU,indology-author-6cc9d976e3,33,15,1996,1996,General scholarly discussion,general discussion,27,20,needs_review
Gérard Huet,indology-author-24da3df86a,32,32,2004,2019,General scholarly discussion,general discussion,14,8,confirmed
Jon Skarpeid,indology-author-7d762dc471,32,30,1996,2020,General scholarly discussion,general discussion,9,23,confirmed
Vidhyanath K. Rao,indology-author-6285e559db,32,30,1994,1998,General scholarly discussion,general discussion,8,37,confirmed
Alex Passi,indology-author-e6541a47e7,32,29,2002,2008,General scholarly discussion,general discussion,20,2,confirmed
Harsha V. Dehejia,indology-author-f52d948054,32,29,1998,2005,General scholarly discussion,general discussion,6,29,confirmed
Jean Fezas,indology-author-cccf966bff,32,29,1996,2009,General scholarly discussion,general discussion,20,30,confirmed
K S Arjunwadkar,indology-author-50301e472b,32,29,1999,1999,General scholarly discussion,general discussion,24,8,confirmed
"Eltschinger, Vincent",indology-author-b1d7569268,32,28,2013,2025,General scholarly discussion,general discussion,22,30,confirmed
